0.0,0.0
4.211,0.0
4.223,0.0
4.234,0.0
4.245,0.0
4.256,0.0
4.267,0.0
4.278,0.0
4.292,0.0
4.304,0.0
4.315,0.0
4.327,0.0
4.338,0.0
4.352,0.0
4.363,0.0
4.374,0.0
4.385,0.0
4.396,0.0
4.407,0.0
4.418,0.0
4.429,0.0
4.44,0.0
4.451,0.0
4.462,0.0
4.474,0.0
4.485,0.0
4.497,0.0
4.509,0.0
4.519,0.0
4.53,0.0
4.541,0.0
4.552,0.0
4.563,0.0
4.578,0.0
4.589,0.0
4.603,0.0
4.614,0.0
4.625,0.0
4.636,0.0
4.647,0.0
4.658,0.0
4.669,0.0
4.679,0.0
4.69,0.0
4.701,0.0
4.713,0.0
4.724,0.0
4.735,0.0
4.746,0.0
4.757,0.0
4.768,0.0
4.78,0.0
4.791,0.0
4.802,0.0
4.813,0.0
4.825,0.0
4.836,0.0
4.847,0.0
4.858,0.0
4.869,0.0
4.88,0.0
4.891,0.0
4.901,0.0
4.912,0.0
4.923,0.0
4.934,0.0
4.945,0.0
4.956,0.0
4.967,0.0
4.979,0.0
4.99,0.0
5.001,0.0
5.013,0.0
5.024,0.0
5.035,0.0
5.047,0.0
5.058,0.0
5.069,0.0
5.08,0.0
5.09,0.0
5.101,0.0
5.112,0.0
5.123,0.0
5.134,0.0
5.146,0.0
5.157,0.0
5.168,0.0
5.179,0.0
5.19,0.0
5.201,0.0
5.213,0.0
5.224,0.0
5.235,0.0
5.246,0.0
5.257,0.0
5.268,0.0
5.279,0.0
5.29,0.0
5.301,0.0
5.312,0.0
5.323,0.0
5.336,0.0
5.348,0.0
5.359,0.0
5.37,0.0
5.389,0.0
5.4,0.0
5.411,0.0
5.422,0.0
5.433,0.0
5.444,0.0
5.455,0.0
5.466,0.0
5.477,0.0
5.488,0.0
5.501,0.0
5.512,0.0
5.523,0.0
5.536,0.0
5.547,0.0
5.558,0.0
5.569,0.0
5.58,0.0
5.595,0.0
5.606,0.0
5.618,0.0
5.629,0.0
5.64,0.0
5.651,0.0
5.663,0.0
5.674,0.0
5.685,0.0
5.696,0.0
5.706,0.0
5.717,0.0
5.728,0.0
5.739,0.0
5.751,0.0
5.764,0.0
5.775,0.0
5.786,0.0
5.797,0.0
5.808,0.0
5.819,0.0
5.831,0.0
5.842,0.0
5.854,0.0
5.865,0.0
5.876,0.0
5.887,0.0
5.898,0.0
5.909,0.0
5.919,0.0
5.93,0.0
5.941,0.0
5.952,0.0
5.963,0.0
5.974,0.0
5.985,0.0
5.996,0.0
6.008,0.0
6.019,0.0
6.03,0.0
6.041,0.0
6.052,0.0
6.063,0.0
6.074,0.0
6.085,0.0
6.096,0.0
6.107,0.0
6.118,0.0
6.129,0.0
6.139,0.0
6.15,0.0
6.161,0.0
6.172,0.0
6.184,0.0
6.195,0.0
6.206,0.0
6.217,0.0
6.229,0.0
6.24,0.0
6.251,0.0
6.263,0.0
6.279,0.0
6.29,0.0
6.301,0.0
6.312,0.0
6.324,0.0
6.335,0.0
6.346,0.0
6.357,0.0
6.368,0.0
6.379,0.0
6.39,0.0
6.401,0.0
6.412,0.0
6.423,0.0
6.435,0.0
6.446,0.0
6.456,0.0
6.467,0.0
6.477,0.0
6.488,0.0
6.499,0.0
6.51,0.0
6.521,0.0
6.532,0.0
6.543,0.0
6.554,0.0
6.565,0.0
6.577,0.0
6.588,0.0
6.599,0.0
6.609,0.0
6.62,0.0
6.631,0.0
6.642,0.0
6.653,0.0
6.664,0.0
6.675,0.0
6.686,0.0
6.697,0.0
6.708,0.0
6.719,0.0
6.73,0.0
6.741,0.0
6.752,0.0
6.762,0.0
6.773,0.0
6.784,0.0
6.795,0.0
6.806,0.0
6.817,0.0
6.828,0.0
6.839,0.0
6.85,0.0
6.861,0.0
6.873,-4.59
6.884,-4.59
6.895,-4.59
6.906,-4.59
6.919,-4.59
6.93,-4.59
6.941,-4.59
6.952,-4.59
6.963,-4.59
6.974,-3.06
6.985,-3.06
6.996,-3.06
7.007,-3.06
7.018,-3.06
7.029,-3.06
7.04,-3.06
7.051,-3.06
7.062,-3.06
7.074,-3.06
7.085,-3.06
7.096,-3.06
7.107,-3.06
7.118,-3.06
7.129,-3.06
7.139,-3.06
7.15,-3.06
7.161,-3.06
7.172,0.0
7.183,0.0
7.194,0.0
7.205,0.0
7.216,0.0
7.227,0.0
7.238,0.0
7.248,0.0
7.26,0.0
7.271,-1.53
7.284,-1.53
7.295,-1.53
7.306,-1.53
7.317,-1.53
7.328,-1.53
7.339,-1.53
7.35,-1.53
7.361,-1.53
7.372,-1.53
7.384,-1.53
7.396,-1.53
